timestamp, callchains, power, resource_usage, gpu_power
6.458000, 0xfffffffffffffe00;0x73ad2c1978b0;0x0;0x1;|0xfffffffffffffe00;pthread_mutex_unlock@@GLIBC_2.2.5;0x73ad26e20aeb;0x73ad26e217e7;0x73ad26ee5a50;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad26b358a3;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z45__device_stub__Z11addForces_kP6float2iiiiffimP6float2iiiiffim;_Z11addForces_kP6float2iiiiffim;addForces;_Z6motionii;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad2d77936b;0x0;|0xfffffffffffffe00;0x73ad3f1f7e36;clock_gettime@@GLIBC_2.17;0x73ad2bfff224;0x73ad2c0e3d76;0x1440404400080;|0xffffffffffffff80;0xffffffff9233319f;0xffffffff923339fd;0xffffffff91e0af8d;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xfffffffffffffe00;0x73ad26f02bea;0x73ad26ee5db9;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z51__device_stub__Z17advectParticles_kP6float2S0_iifimP6float2S0_iifim;_Z17advectParticles_kP6float2S0_iifim;advectParticles;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z50__device_stub__Z16diffuseProject_kP6float2S0_iiffiP6float2S0_iiffi;_Z16diffuseProject_kP6float2S0_iiffi;diffuseProject;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 13.692566, 0.00, 64.173000
6.564000, 0xffffffffffffff80;0xffffffff91f91910;0xffffffff91f6d69d;0xffffffff91f7f1d9;0xffffffff91f7f5ed;0xffffffff91f69387;0xffffffff920141a1;0xffffffff9202d1d7;0xffffffff9201511f;0xffffffff92016078;0xffffffff91eb3126;0xffffffff93097b77;0xffffffff93200f0b;0xfffffffffffffe00;glXMakeContextCurrent;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;_XPutBackEvent;XPutBackEvent;fgHandleExtensionEvents;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad2c53d7f5;0xbeef0100;|0xffffffffffffff80;0xffffffff9275e6db;0xffffffff92217925;0xffffffff923e98d0;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|0xffffffffffffff80;0xffffffffc1b0e4c5;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xfffffffffffffe00;0x73ad26bc50b3;0x73ad26c254d5;0x73ad26ee4a54;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z51__device_stub__Z17advectParticles_kP6float2S0_iifimP6float2S0_iifim;_Z17advectParticles_kP6float2S0_iifim;advectParticles;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;__pthread_mutex_lock@GLIBC_2.2.5;0x73ad26b7f442;0x73ad26b7f7d2;0x73ad26eeb739;0x73ad26e21343;0x73ad26ee627c;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z50__device_stub__Z16diffuseProject_kP6float2S0_iiffiP6float2S0_iiffi;_Z16diffuseProject_kP6float2S0_iiffi;diffuseProject;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 14.085840, 16.67, 64.476000
6.672000, 0xfffffffffffffe00;0x73ad26b01386;0x73ad26c2523e;0x73ad26ee4a54;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z45__device_stub__Z11addForces_kP6float2iiiiffimP6float2iiiiffim;_Z11addForces_kP6float2iiiiffim;addForces;_Z6motionii;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xffffffffffffff80;0xffffffff93099f4a;0xffffffff92351f76;0xffffffff91ee1968;0xffffffff923ea30a;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|0xffffffffffffff80;0xffffffff91f8d31b;0xffffffff91f7196d;0xffffffff91f7dba7;0xffffffff91f7dfa8;0xffffffff91f6018f;0xffffffff930a068e;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xfffffffffffffe00;0x73ad26bf2d86;0x73ad26bf6c75;0x73ad26cf356c;libcudart_static_642809c0e3b0cd78d04be00765ab15fce143776f;cudaGraphicsUnmapResources;advectParticles;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26ee5a60;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z53__device_stub__Z16advectVelocity_kP6float2PfS1_iiifiyP6float2PfS1_iiifiy;_Z16advectVelocity_kP6float2PfS1_iiifiy;advectVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad2c59030f;0x0;|0xffffffffffffff80;0xffffffffc1b0f11e;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xfffffffffffffe00;pthread_mutex_unlock@@GLIBC_2.2.5;0x73ad26eeb757;0x73ad26e21343;0x73ad26ee627c;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad26b02a18;0x73ad26ee4a54;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z45__device_stub__Z11addForces_kP6float2iiiiffimP6float2iiiiffim;_Z11addForces_kP6float2iiiiffim;addForces;_Z6motionii;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 15.092037, 6.67, 64.765000
6.781000, 0xffffffffffffff80;0xffffffff91f784e6;0xffffffff91f790cf;0xffffffff91f6182f;0xffffffff930a0920;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xfffffffffffffe00;0x73ad2d729780;0x1440404400080;|0xfffffffffffffe00;0x73ad26c339f0;0x73ad26ee2499;0x73ad26b41496;0x73ad26ebd490;0x73ad26b47aa2;0x73ad26cebc38;libcudart_static_62bf97ede6676c12dc2198cbd9638c874b553f59;libcudart_static_666f2d04e6264b1aad89e7e6c70f2a00ab426468;libcudart_static_c7069eb0f366e48aabf6523aac98ec66807a66e1;libcudart_static_68127101e2d01f85b0c24511433a58184b030ca4;cudaMemcpy2DToArray;_Z13updateTextureP6float2mmm;advectVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xffffffffffffff80;0xffffffff92352ba4;0xffffffff923ea1f6;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|0xffffffffffffff80;0xffffffff9269f4e9;0xffffffffc11e6479;0xffffffff92333a20;0xffffffff91e0af8d;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xfffffffffffffe00;pthread_rwlock_wrlock@@GLIBC_2.34;0x73ad26eecd04;0x73ad26b2eb85;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z51__device_stub__Z17advectParticles_kP6float2S0_iifimP6float2S0_iifim;_Z17advectParticles_kP6float2S0_iifim;advectParticles;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26efaabd;0x73ad26eeb98d;0x73ad26e20c0e;0x73ad26e217e7;0x73ad26ee5a50;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad2c0af6ee;0x1440404400080;|0xffffffffffffff80;0xffffffff91f6ff98;0xffffffff91f7023b;0xffffffff91f784eb;0xffffffff91f790cf;0xffffffff91f6182f;0xffffffff930a0920;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|, 13.991569, 0.00, 64.986000
6.888000, 0xfffffffffffffe00;0x73ad2c053b14;0x8000000ff;0x38000000001;0x73ad2bb59310;0xfffffee0e808ec83;|0xfffffffffffffe00;0x73ad26f03028;0x73ad26ee5db9;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z52__device_stub__Z16updateVelocity_kP6float2PfS1_iiiimP6float2PfS1_iiiim;_Z16updateVelocity_kP6float2PfS1_iiiim;updateVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26ee5a60;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;__GI___pthread_enable_asynccancel;0x73ad3ef36f1a;0x73ad3ef38048;0x73ad2df03ad6;0x73ad2df03c61;_XEventsQueued;XPending;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;__pthread_mutex_lock@GLIBC_2.2.5;0x73ad3ef37fcd;0x73ad2df03ad6;0x73ad2df03c61;_XEventsQueued;XPending;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad2c5ff509;0xbeef0100;|0xffffffffffffff80;0xffffffff91face3b;0xffffffff930a91ce;0xffffffff92d284f0;0xffffffff92ee656a;0xffffffff92ee681d;0xffffffff92d19dbe;0xffffffff92d19f93;0xffffffff92d1d451;0xffffffff92d1e1a2;0xffffffff92d1e22d;0xffffffff91e0c3ab;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;recvmsg;0x73ad3ef36f1a;0x73ad3ef38048;0x73ad2df03ad6;0x73ad2df03c61;_XEventsQueued;XPending;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 14.428794, 0.00, 65.296000
6.995000, 0xffffffffffffff80;0xffffffff91f7ef50;0xffffffff91f7f5ed;0xffffffff91f69387;0xffffffff920141a1;0xffffffff9202d1d7;0xffffffff9201511f;0xffffffff92016078;0xffffffff91eb3126;0xffffffff93097b77;0xffffffff93200f0b;0xfffffffffffffe00;0x73ad2c5b47fb;|0xfffffffffffffe00;0x73ad2c0b0dee;0x0;|0xfffffffffffffe00;0x73ad2c0db203;0xbeef0100;|0xffffffffffffff80;0xffffffff91fe3660;0xffffffff9236cf87;0xffffffff9236d980;0xffffffff925798a2;0xffffffff92579b80;0xffffffff92592186;0xffffffff92592e3d;0xffffffff9258e18d;0xffffffff9258e307;0xffffffff9251820c;0xffffffff9231d94c;0xffffffff9231dafe;0xffffffff9231db65;0xffffffff91e0bcfd;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__fstat64;_IO_doallocbuf;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x0;|0xffffffffffffff80;0xffffffff92292ced;0xffffffffc11e66d3;0xffffffff92333a20;0xffffffff91e0af8d;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xfffffffffffffe00;pthread_mutex_unlock@@GLIBC_2.2.5;0x73ad2c1649a8;0x0;0x0;|0xfffffffffffffe00;0x73ad26d56b20;0x73ad26d59326;0x73ad26e212da;0x73ad26ee627c;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|, 13.193822, 0.00, 65.331000
7.098000, 0xfffffffffffffe00;0x73ad26b029c9;0x73ad26ee4a54;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z53__device_stub__Z16advectVelocity_kP6float2PfS1_iiifiyP6float2PfS1_iiifiy;_Z16advectVelocity_kP6float2PfS1_iiifiy;advectVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad2c17e539;|0xffffffffffffff80;0xffffffff930a920b;0xffffffff92592e71;0xffffffff9258e18d;0xffffffff9258e307;0xffffffff9251820c;0xffffffff9231d94c;0xffffffff9231dafe;0xffffffff9231db65;0xffffffff91e0bcfd;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__fstat64;_IO_doallocbuf;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x0;|0xffffffffffffff80;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xfffffffffffffe00;0x73ad26eeb734;0x73ad26e21343;0x73ad26ee627c;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z52__device_stub__Z16updateVelocity_kP6float2PfS1_iiiimP6float2PfS1_iiiim;_Z16updateVelocity_kP6float2PfS1_iiiim;updateVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26bf102c;0x73ad26b2eadc;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;_Z45__device_stub__Z11addForces_kP6float2iiiiffimP6float2iiiiffim;_Z11addForces_kP6float2iiiiffim;addForces;_Z6motionii;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 12.986825, 20.00, 65.339000
7.204000, 0xfffffffffffffe00;0x73ad2c0daf50;0xbeef0100;|0xffffffffffffff80;0xffffffffc11e64f8;0xffffffff92333a20;0xffffffff91e0af8d;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xffffffffffffff80;0xffffffffc11f5727;0xffffffffc1b0febd;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xffffffffffffff80;0xffffffff92293f29;0xffffffffc11e6451;0xffffffff92333a20;0xffffffff91e0af8d;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xffffffffffffff80;0xffffffff91f784e6;0xffffffff91f790cf;0xffffffff91f6182f;0xffffffff930a0920;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xffffffffffffff80;0xffffffff91f79020;0xffffffff930a0920;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xffffffffffffff80;0xffffffff91f7855d;0xffffffff91f790cf;0xffffffff91f6182f;0xffffffff930a0920;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xfffffffffffffe00;0x73ad3f1f7b30;0x73ad2c06f25c;0xbeef0100;|, 13.546321, 33.33, 65.302000
7.308000, 0xfffffffffffffe00;0x73ad26b0203c;0x73ad26c253b9;0x73ad26ee4a54;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z52__device_stub__Z16updateVelocity_kP6float2PfS1_iiiimP6float2PfS1_iiiim;_Z16updateVelocity_kP6float2PfS1_iiiim;updateVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;0x73ad26bf0fd6;0x73ad26b2eadc;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;pthread_rwlock_wrlock@@GLIBC_2.34;0x73ad26eecd04;0x73ad26b2eb85;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad26b050f0;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad26f029a9;0x73ad26ee5db9;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z53__device_stub__Z16advectVelocity_kP6float2PfS1_iiifiyP6float2PfS1_iiifiy;_Z16advectVelocity_kP6float2PfS1_iiifiy;advectVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;glutSwapBuffers;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 12.962894, 0.00, 64.998000
7.413000, 0xffffffffffffff80;0xffffffff93010223;0xffffffff92352c10;0xffffffff923e9fa0;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|0xffffffffffffff80;0xffffffff93098931;0xffffffff9309125a;0xffffffff9320012b;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xfffffffffffffe00;0x73ad2c107e4e;|0xfffffffffffffe00;0x73ad26ee8c9f;0x73ad26b35847;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;0x73ad2bff7750;0x59e93d677b10;0x73ad2c500a00;0xc710ec8348db3153;|0xffffffffffffff80;0xffffffff91f76e25;0xffffffff91f7cb72;0xffffffff91f7cf51;0xffffffff91f7d29c;0xffffffff91f7dc54;0xffffffff91f7dfa8;0xffffffff91f6018f;0xffffffff930a068e;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|0xfffffffffffffe00;0x73ad2c17e81e;0xbeef0100;|0xfffffffffffffe00;0x73ad26c458b3;0x73ad26c46296;0x73ad26b013e1;0x73ad26c2523e;0x73ad26ee4a54;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;libcudart_static_4d8b33a106dceb3c07a56e26de61f2d53bb62a68;cudaLaunchKernel;_Z16cudaLaunchKernelIcE9cudaErrorPT_4dim3S3_PPvmP11CUstream_st;_Z53__device_stub__Z16advectVelocity_kP6float2PfS1_iiifiyP6float2PfS1_iiifiy;_Z16advectVelocity_kP6float2PfS1_iiifiy;advectVelocity;_Z14simulateFluidsv;_Z7displayv;fghRedrawWindow;0x73ad3f0c2099;fgEnumWindows;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|, 13.224829, 0.00, 64.723000
7.517000, 0xffffffffffffff80;0xffffffff93010226;0xffffffff92352c10;0xffffffff923e9e79;0xffffffff9235246f;0xffffffff923dbb6f;0xffffffff92314b7b;0xffffffff92315a43;0xffffffff92315af9;0xffffffff91e0b8f2;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;read;_IO_file_underflow@@GLIBC_2.2.5;__getdelim;0x73ad2bff4597;0x59e93dbb0020;|0xfffffffffffffe00;0x73ad2c133738;0x0;|0xfffffffffffffe00;__memmove_sse2_unaligned_erms;0x73ad26b03b97;0x73ad26ee5b6e;0x73ad26b2e455;0x73ad26b2ecc8;0x73ad26b358bf;0x73ad26cf25f0;0x73ad2e2f6019;|0xfffffffffffffe00;fgHandleExtensionEvents;fgPlatformProcessSingleEvent;glutMainLoopEvent;glutMainLoop;main;__libc_start_call_main;__libc_start_main@@GLIBC_2.34;_start;|0xfffffffffffffe00;____strtoul_l_internal;0x73ad2bff46b6;0x59e93dbb0058;|0xffffffffffffff80;0xffffffffc1b0f11e;0xfffffffffffffe00;ioctl;0x73ad2c500930;|0xffffffffffffff80;0xffffffff91f8cdad;0xffffffff91f70b12;0xffffffff91f784f9;0xffffffff91f790cf;0xffffffff91f6182f;0xffffffff930a0920;0xffffffff930a0c59;0xffffffff930a7c09;0xffffffff930a7cb3;0xffffffff923369c7;0xffffffff92336c07;0xffffffff92337697;0xffffffff91e0b317;0xffffffff9309124e;0xffffffff9320012b;0xfffffffffffffe00;__poll;0x73ad2c00794f;|, 13.174173, 50.00, 64.413000
